"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Unreal","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s","Auto classification"
"158035","AT 2024qae","20:36:32.912","+07:01:49.10","CV","0","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","SCAT","ATLAS, Pan-STARRS","ATLAS24lqa","ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, PS2 - GPC2","UH88 - SNIFS","1","1","","17.978","orange-ATLAS","2024-07-24 05:48:14.976","ATLAS_Bot1","","","2024TNSTR2559....1T","2024TNSCR2648....1H","",""
"157995","AT 2024pze","19:44:13.737","+00:15:57.80","CV","0","","","ATLAS, GOTO","ATLAS, GOTO","SCAT","ATLAS, GOTO","ATLAS24lps","ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1","UH88 - SNIFS","1","1","","17.743","orange-ATLAS","2024-07-23 11:39:02.880","ATLAS_Bot1","","","2024TNSTR2558....1T","2024TNSCR2648....1H","",""
"157672","AT 2024pnt","17:03:40.955","-06:30:46.57","CV","0","","","ATLAS","ATLAS","SCAT","ATLAS","ATLAS24lhh","ATLAS-CHL - ATLAS-04","UH88 - SNIFS","1","1","","16.129","orange-ATLAS","2024-07-15 02:17:39.840","ATLAS_Bot1","","","2024TNSTR2439....1T","2024TNSCR2648....1H","",""
"157670","AT 2024pnr","17:24:28.120","+05:01:57.18","CV","0","","","XOSS, GaiaAlerts","XOSS, GaiaAlerts","None, XOSS","GaiaAlerts, XOSS","KATS24N015","Gaia - Gaia-photometric, Other - Other","Other - Other","1","1","","14.01","Clear-","2024-07-14 17:05:28.896","Mi Zhang","","","2024TNSTR2448....1X","2024TNSCR2453....1B, 2024TNSCR2469....1Z","",""
"157651","AT 2024pmy","18:48:26.790","+32:51:40.10","CV","0","","","XOSS","XOSS","XOSS","XOSS","KATS24N014","Other - Other","Other - Other","1","1","","15.56","Clear-","2024-07-13 20:02:22.272","Mi Zhang","","","2024TNSTR2449....1Z","2024TNSCR2469....1Z","",""
"156123","AT 2024nsa","19:32:33.325","-05:24:03.10","CV","0","","","ATLAS, BlackGEM","ATLAS, BlackGEM","ePESSTO+","ATLAS, BlackGEM","ATLAS24ker","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, BG4 - BlackGEM-Cam4, ML1 - MeerLICHT-Cam","ESO-NTT - EFOSC2-NTT","1","1","","18.818","orange-ATLAS","2024-07-01 12:21:33.408","ATLAS_Bot1","","","2024TNSTR2222....1T","2024TNSCR2267....1G","",""
"155670","AT 2024nat","16:22:54.439","-16:11:00.79","CV","0","","","ATLAS, GOTO","ATLAS, GOTO","ePESSTO+","ATLAS, GOTO","ATLAS24jvu","ATLAS-STH - ATLAS-03, GOTO-N - GOTO-2, GOTO-S - GOTO-4","ESO-NTT - EFOSC2-NTT","1","1","","17.614","orange-ATLAS","2024-06-27 22:06:03.168","ATLAS_Bot1","","","2024TNSTR2150....1T","2024TNSCR2189....1G","",""
"155489","AT 2024mua","16:19:51.420","-14:02:50.41","CV","0","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","SCAT","ATLAS, Pan-STARRS","ATLAS24jrh","ATLAS-MLO - ATLAS-01, ATLAS-STH - ATLAS-03, PS1 - GPC1","UH88 - SNIFS","1","1","","18.929","orange-ATLAS","2024-06-25 09:23:06.720","ATLAS_Bot1","","","2024TNSTR2093....1T","2024TNSCR2202....1H","",""
"155488","AT 2024mtz","17:59:34.630","-06:05:52.04","CV","0","","","ATLAS, GOTO, GaiaAlerts","ATLAS, GOTO, GaiaAlerts","SCAT","ATLAS, GaiaAlerts, GOTO","ATLAS24jrg","ATLAS-MLO - ATLAS-01, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric, GOTO-N - GOTO-1","UH88 - SNIFS","1","1","","16.618","orange-ATLAS","2024-06-25 10:40:20.352","ATLAS_Bot1","","","2024TNSTR2093....1T","2024TNSCR2258....1H","",""
"155391","AT 2024mqg","18:10:45.001","+22:46:47.50","CV","0","","","ZTF, GOTO, ATLAS","ZTF, GOTO, ATLAS","ePESSTO+","ATLAS, GOTO, ZTF","ZTF24aaspwim","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","19.9055","r-ZTF","2024-06-22 07:36:00.002","Fritz","","","2024TNSTR2089....1H","2024TNSCR2280....1G","",""
"153639","AT 2024lhw","21:14:28.003","+16:16:48.57","CV","0","","","ZTF, ATLAS, GOTO","ZTF, ATLAS, GOTO","TCD","ATLAS, GOTO, ZTF","ZTF24aasazoh","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, GOTO-N - GOTO-1, P48 - ZTF-Cam","NOT - ALFOSC","1","1","","19.1139","i-ZTF","2024-06-14 09:41:24.000","Fritz","","","2024TNSTR1958....1R","2024TNSCR1988....1T","",""
"152488","AT 2024kgo","20:04:57.250","-08:16:53.20","CV","0","","","XOSS","XOSS","ePESSTO+","XOSS","KATS24K011","Other - Other","ESO-NTT - EFOSC2-NTT","1","1","","17.72","Clear-","2024-05-31 20:11:24.864","Mi Zhang","","","2024TNSTR1794....1X","2024TNSCR1839....1M","",""
"152364","AT 2024kby","15:58:49.024","-21:53:12.18","CV","0","","","ATLAS","ATLAS","SCAT","ATLAS","ATLAS24inb","ATLAS-CHL - ATLAS-04","UH88 - SNIFS","1","1","","18.451","cyan-ATLAS","2024-06-01 04:11:08.160","ATLAS_Bot1","","","2024TNSTR1765....1T","2024TNSCR1782....1H","",""
"152242","AT 2024jxh","20:06:39.100","+04:55:41.07","CV","0","","","ZTF, GOTO","ZTF, GOTO","ePESSTO+","GOTO, ZTF","ZTF24aapgvir","GOTO-N - GOTO-1, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","18.781","r-ZTF","2024-05-29 09:37:38.997","Fritz","","","2024TNSTR1737....1R","2024TNSCR1760....1M","",""
"152198","AT 2024jvr","17:43:01.500","+30:00:52.20","CV","0","","","ZTF, GaiaAlerts","ZTF, GaiaAlerts","ZTF","GaiaAlerts, ZTF","ZTF24aaphhoi","Gaia - Gaia-photometric, P48 - ZTF-Cam","LT - SPRAT","1","1","","17.1916","r-ZTF","2024-05-29 10:29:54.003","Fritz","","","2024TNSTR1721....1H","2024TNSCR1744....1W","",""
"152084","AT 2024jri","00:00:24.640","+33:25:41.80","CV","0","","","MASTER","MASTER","LOSS","MASTER","MASTER OT J000024.64+332541.8","Other - Other","Keck1 - LRIS","1","1","","15.7","Clear-","2024-05-27 17:56:06.720","MASTER","","","2024TNSTR1699....1K","2024TNSCR2177....1Z","",""
"152065","AT 2024jqp","20:54:51.878","+29:42:21.39","CV","0","","","XOSS, ZTF","XOSS, ZTF","ePESSTO+","XOSS, ZTF","KATS24K005","Other - Other, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","17.71","Clear-","2024-05-27 19:28:18.048","Mi Zhang","","","2024TNSTR1703....1Z","2024TNSCR1839....1M","",""
"150431","AT 2024hif","10:43:10.555","+82:41:00.42","CV","0","","","ATLAS, ZTF","ATLAS, ZTF","ZTF","ATLAS, ZTF","ATLAS24giz","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","Keck1 - LRIS","1","1","","18.802","orange-ATLAS","2024-04-27 07:25:40.800","ATLAS_Bot1","","","2024TNSTR1233....1T","2024TNSCR1812....1Q","",""
"150390","AT 2024hgw","16:40:02.158","+07:32:07.28","CV","","","","ATLAS","ATLAS","SCAT","ATLAS","ATLAS24ghu","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02","UH88 - SNIFS","1","1","","18.136","orange-ATLAS","2024-04-24 11:09:23.040","ATLAS_Bot1","","","2024TNSTR1220....1T","2024TNSCR1242....1D","",""
"149372","AT 2024fwm","18:55:52.725","+53:29:19.29","CV","","","","ATLAS, ZTF","ATLAS, ZTF","SCAT","ATLAS, ZTF","ATLAS24fgj","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","UH88 - SNIFS","1","1","","18.789","orange-ATLAS","2024-04-06 13:09:40.896","ATLAS_Bot1","","","2024TNSTR.952....1T","2024TNSCR1014....1D","",""
"149347","AT 2024fvs","17:27:55.138","+02:01:09.12","CV","0","","","ATLAS","ATLAS","SCAT","ATLAS","ATLAS24ffd","ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03","UH88 - SNIFS","1","1","","18.211","orange-ATLAS","2024-04-05 12:58:20.928","ATLAS_Bot1","","","2024TNSTR.952....1T","2024TNSCR.983....1H","",""
"148892","AT 2024fgc","14:06:33.406","-42:06:31.95","CV","0","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS24eok","ATLAS-CHL - ATLAS-04","ESO-NTT - EFOSC2-NTT","1","1","","17.984","orange-ATLAS","2024-03-31 07:12:26.784","ATLAS_Bot1","","","2024TNSTR.866....1T","2024TNSCR.896....1D","",""
"148539","AT 2024ett","10:26:39.360","-39:42:00.86","CV","0","","","GOTO, GaiaAlerts","GOTO, GaiaAlerts","ePESSTO+","GaiaAlerts, GOTO","GOTO24ace","Gaia - Gaia-photometric, GOTO-S - GOTO-4","ESO-NTT - EFOSC2-NTT","1","1","","17.1","L-GOTO","2024-03-19 11:40:04.224","GOTO_bot","","","2024TNSTR.769....1U","2024TNSCR.896....1D","",""
"146566","AT 2024dcg","07:00:00.590","+57:05:34.95","CV","","","","ATLAS, ZTF","ATLAS, ZTF","SCAT","ATLAS, ZTF","ATLAS16dzn","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","UH88 - SNIFS","1","1","","16.152","orange-ATLAS","2024-02-19 08:24:38.016","ATLAS_Bot1","","","2024TNSTR.495....1T","2024TNSCR.512....1D","",""
"145563","AT 2024bqo","07:09:44.536","-03:16:27.09","CV","","","","ATLAS","ATLAS","GOTO","ATLAS","ATLAS24bte","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02","INT-2.5m - IDS","1","1","","17.931","cyan-ATLAS","2024-02-04 09:21:50.688","ATLAS_Bot1","","","2024TNSTR.346....1T","2024TNSCR.372....1D","",""
"145225","AT 2024beb","15:32:30.510","-45:27:01.37","CV","0","","","GaiaAlerts","GaiaAlerts","ePESSTO+","GaiaAlerts","Gaia24ali","Gaia - Gaia-photometric","ESO-NTT - EFOSC2-NTT","1","1","","17.78","G-Gaia","2024-01-26 19:55:12.000","Gaia_Bot1","","","2024TNSTR.290....1H","2024TNSCR.325....1B","",""
"145181","AT 2024bcl","11:28:51.500","-50:22:26.65","CV","0","","","GaiaAlerts","GaiaAlerts","ePESSTO+","GaiaAlerts","Gaia24akc","Gaia - Gaia-photometric","ESO-NTT - EFOSC2-NTT","1","1","","17.32","G-Gaia","2024-01-24 02:35:31.200","Gaia_Bot1","","","2024TNSTR.276....1H","2024TNSCR.303....1B","",""
"144891","AT 2024aru","07:59:30.330","+04:59:03.10","CV","","","","","","None","","","Other - Other","Other - Other","1","1","","13.7","Other-","2024-01-23 13:51:01.000","Vittorio Andreoli","","","2024TNSTR.244....1N","2024TNSCR.246....1V","",""
"144752","AT 2024amp","12:58:47.660","-08:49:07.50","CV","","","","XOSS, ZTF","XOSS, ZTF","XOSS","XOSS, ZTF","KATS24B001","Other - Other, P48 - ZTF-Cam","Other - Other","1","1","","13.65","Clear-","2024-01-18 22:39:56.160","Mi Zhang","","","2024TNSTR.196....1Z","2024TNSCR.217....1Z","",""
